           3
  104.0  0.5997E-06  0.1228E+02  0.1784E-04  0.6986E+00  0.3493E-02  0.9465E-01
  106.0  0.1305E-06  0.1228E+02  0.4256E-05  0.6986E+00  0.2159E-02  0.9396E-01
  108.0  0.2737E-07  0.1228E+02  0.9854E-06  0.6986E+00  0.1304E-02  0.9346E-01
  110.0  0.5497E-08  0.1228E+02  0.2212E-06  0.6986E+00  0.7420E-03  0.9312E-01
  112.0  0.1226E-08  0.1228E+02  0.5407E-07  0.6986E+00  0.3852E-03  0.9290E-01
  116.0  0.3167E-10  0.1228E+02  0.2070E-08  0.6986E+00  0.6918E-04  0.9265E-01
  120.0  0.2513E-11  0.1228E+02  0.4515E-09  0.6986E+00  0.2377E-04  0.9259E-01
  124.0  0.1509E-11  0.1228E+02  0.3613E-09  0.6986E+00  0.1734E-04  0.9258E-01
  128.0  0.1130E-11  0.1228E+02  0.2634E-09  0.6986E+00  0.1051E-04  0.9258E-01
  132.0  0.6935E-12  0.1228E+02  0.1495E-09  0.6986E+00  0.5019E-05  0.9258E-01
  136.0  0.3055E-12  0.1228E+02  0.6291E-10  0.6986E+00  0.1955E-05  0.9258E-01
  140.0  0.7909E-13  0.1228E+02  0.1687E-10  0.6986E+00  0.5794E-06  0.9258E-01
  144.0  0.8955E-14  0.1228E+02  0.2356E-11  0.6986E+00  0.1176E-06  0.9258E-01
  148.0  0.0000E+00  0.1228E+02  0.0000E+00  0.6986E+00  0.0000E+00  0.9258E-01
