          65   0.00000000       6.00077152       1.08752334    
          64   3.63370312E-09   6.00077152       1.83642066    
          63   1.87560367E-08   6.00077152       1.87194133    
          62   6.40024496E-08   6.00077152       1.27889943    
          61   1.64163637E-07   6.00077152      0.663655818    
          60   3.45727159E-07   6.00077152      0.232192427    
          59   5.93329446E-07   6.00077152       6.90896809E-02
          58   9.15859687E-07   6.00077152      0.140375301    
          57   3.63191816E-06   6.00077152      0.431457043    
          56   3.32821110E-05   6.00077152      0.603454530    
          55   8.11871651E-05   6.00077152      0.689926267    
          54   1.82142918E-04   6.00077152      0.775183856    
          53   3.73644318E-04   6.00077152      0.821381509    
          52   7.33245397E-04   6.00077152      0.975338519    
          51   1.40928687E-03   6.00077152       1.07294071    
          50   2.66402494E-03   6.00077152      0.547128260    
          49   3.78552009E-03   6.00077152      0.299685806    
          48   4.86496883E-03   6.00077152       8.66781101E-02
          47   6.41030818E-03   6.00177193      0.146511719    
          46   9.00736451E-03   6.00277185       8.09792057E-02
          45   1.38237448E-02   6.00608158      0.157603204    
          44   2.32468899E-02   6.01059389      0.178950652    
          43   4.25588787E-02   6.02072477      0.214130402    
          42   8.78519416E-02   6.04851198      0.451859325    
          41  0.197509751       6.10034847      0.719342232    
          40  0.427837700       6.19174910      0.993584692    
          39  0.849225223       6.32588959       1.14205992    
          38   1.51143813       6.50230932       1.11718369    
          37   2.46932268       6.74540138      0.996757627    
          36   3.69011879       7.03320646      0.783053398    
          35   5.09110117       7.37650013      0.528151095    
          34   6.41880369       7.66541624      0.201173291    
          33   7.02710915       7.69689035       4.58069555E-02
          32   8.07095528       8.55620670       2.99754217E-02
          31   9.20802593       9.51924515       1.28125185E-02
          30   10.7235050       10.9314938       6.57041464E-03
          29   12.3256254       12.4627724       2.92098103E-03
          28   14.9010935       14.9960165       2.15924461E-03
          27   18.3325176       18.3877869       1.16621389E-03
          26   21.8319778       21.8601627       5.32958540E-04
          25   24.9654160       24.9785099       9.45929496E-05
          24   28.2251797       28.2347984       1.14011578E-04
          23   30.8029041       30.8075256       1.87772603E-05
          22   33.2390938       33.2426910       1.91689342E-05
          21   35.7331009       35.7354279       3.07141909E-06
          20   38.4802933       38.4823685       1.24137732E-05
          19   41.4989815       41.4998360       2.96240160E-06
          18   45.0441704       45.0446739       9.29826911E-07
          17   48.4114456       48.4118195       1.33581608E-07
          16   52.2924042       52.2927551       5.17783747E-07
          15   56.2560196       56.2562714       4.76099217E-07
          14   60.2710762       60.2712173       4.21989455E-07
          13   64.3535004       64.3535309       3.37599033E-08
          12   68.2377701       68.2377930      -2.90738967E-06
          11   72.4097595       72.4107819       2.50720223E-06
          10   76.6322937       76.6323013      -2.22321273E-06
           9   80.6319580       80.6329727       1.98437010E-06
           8   84.1720734       84.1720734       0.00000000    
           7   87.7376022       87.7376022       0.00000000    
           6   91.3161469       91.3161469      -1.33965887E-08
           5   95.4420090       95.4420166       1.18871810E-08
           4   99.5940933       99.5940933       0.00000000    
           3   103.760307       103.760307      -9.60037050E-06
           2   107.951828       107.961838       8.52521407E-06
           1   112.186668       112.186676       7.67260655E-09
           0   116.423622       116.423622       7.67260655E-09
